x,y
2,2
7.54032258065,12.0833333333
8.34677419355,12.1354166667
9.31451612903,12.1354166667
9.71774193548,12.1354166667
9.95967741935,12.1354166667
9.79838709677,11.8229166667
9.23387096774,12.2395833333
7.82258064516,12.2395833333
7.41935483871,12.2395833333
6.93548387097,11.6666666667
6.29032258065,10.5729166667
5.76612903226,9.27083333333
5.40322580645,8.48958333333
5.0,7.70833333333
5.32258064516,7.86458333333
5.76612903226,7.96875
6.61290322581,7.60416666667
8.70967741935,7.76041666667
7.41935483871,7.44791666667
5.16129032258,7.34375
5.72580645161,7.03125
7.45967741935,7.03125
7.29838709677,7.03125
6.77419354839,7.03125
9.39516129032,7.03125
9.75806451613,7.03125
10.2822580645,6.71875
8.10483870968,6.82291666667
8.58870967742,7.08333333333
10.1209677419,7.13541666667
10.8870967742,7.13541666667
11.0483870968,7.13541666667
10.9274193548,8.38541666667
10.4838709677,9.47916666667
10.3629032258,9.94791666667
10.1209677419,11.0416666667
9.83870967742,11.6145833333
9.83870967742,11.6145833333
10.7258064516,9.84375
10.7661290323,9.01041666667
10.8870967742,8.28125
11.0080645161,7.65625
11.1290322581,7.44791666667
10.6048387097,8.33333333333
10.2419354839,9.84375
9.83870967742,10.2083333333
9.83870967742,8.125
9.5564516129,9.21875
9.39516129032,10.1041666667
10.3629032258,8.17708333333
9.75806451613,8.59375
8.66935483871,9.0625
8.54838709677,10.3645833333
8.54838709677,10.7291666667
7.9435483871,8.38541666667
7.17741935484,9.01041666667
7.58064516129,9.53125
7.90322580645,9.01041666667
8.10483870968,10.0
8.62903225806,8.64583333333
8.02419354839,8.22916666667
7.25806451613,8.22916666667
9.75806451613,7.23958333333
9.75806451613,6.82291666667
10.0403225806,7.29166666667
8.06451612903,7.65625
7.86290322581,7.76041666667
9.31451612903,8.125
7.09677419355,8.17708333333
7.01612903226,8.75
7.41935483871,10.2604166667
7.58064516129,10.9895833333
7.58064516129,10.9375
6.97580645161,10.2604166667
6.61290322581,9.63541666667
6.77419354839,9.73958333333
5.24193548387,6.35416666667
5.32258064516,6.875
6.25,8.54166666667
6.25,8.54166666667
5.88709677419,7.91666666667
5.36290322581,7.34375
4.75806451613,6.82291666667
6.6935483871,6.5625
8.62903225806,10.1041666667
8.91129032258,10.8333333333
8.54838709677,10.8854166667
8.06451612903,10.9375
8.83064516129,11.0416666667
8.54838709677,11.40625
9.47580645161,11.6145833333
9.71774193548,10.7291666667
9.71774193548,10.6770833333
9.63709677419,10.3125
8.95161290323,9.375
9.23387096774,9.11458333333
9.91935483871,8.48958333333
